"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","76","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","962","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"","0","1","0","1","0.000000","9","0"
"/Engine/Tutorial/SubEditors/TutorialAssets/M_smoke_subUV_blackbody.M_smoke_subUV_blackbody","0","0","24","1","0.000000","0","0"
"/Engine/Tutorial/SubEditors/TutorialAssets/TutorialMaterial.TutorialMaterial","0","0","12","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Game/VFX/leaf_Mat.leaf_Mat","0","0","72","1","0.000000","0","0"
"/Game/VFX/BasicPar_M.BasicPar_M","0","0","24","1","0.000000","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","45","1","0.000000","0","0"
"/Game/MOdles/Slash.Slash","0","0","24","1","0.000000","0","0"
"/Game/MOdles/LudwigJunior/Material_001.Material_001","0","0","4","1","0.000000","0","0"
"/Game/VFX/Treat_M.Treat_M","0","0","24","1","0.000000","0","0"
"/Game/VFX/Smaoke.Smaoke","0","0","24","1","0.000000","0","0"
"/Game/MOdles/GateBars_M.GateBars_M","0","0","24","1","0.000000","0","0"
"/Game/VFX/blood_p?l_Mat.blood_p?l_Mat","0","0","72","1","0.000000","0","0"
"/Game/VFX/blood_Mat.blood_Mat","0","0","72","1","0.000000","0","0"
"/Game/VFX/Hit_2_Mat.Hit_2_Mat","0","0","24","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","60","1","0.000000","0","0"
"/Game/VFX/parrycircle_Mat.parrycircle_Mat","0","0","40","1","0.000000","0","0"
"/Game/VFX/GlowLight.GlowLight","0","0","24","1","0.000000","0","0"
"/Game/MOdles/RefractionOrb_mat.RefractionOrb_mat","0","0","30","1","0.000000","0","0"
"/Game/MOdles/Coots/CootsMat.CootsMat","0","0","4","1","0.000000","0","0"
"/Game/MOdles/SwordCrow/Entity_m.Entity_m","0","0","4","1","0.000000","0","0"
"/Game/MOdles/MaterialWithGlow.MaterialWithGlow","0","0","32","1","0.000000","0","0"
"/Game/VFX/whiteFlowerT_Mat.whiteFlowerT_Mat","0","0","30","1","0.000000","0","0"
"/Game/VFX/wind_Mat.wind_Mat","0","0","50","1","0.000000","0","0"
"/Game/VFX/Lightning_M.Lightning_M","0","0","96","1","0.000000","0","0"
"/Game/VFX/Lightning_M1.Lightning_M1","0","0","144","1","0.000000","0","0"
"/Game/MOdles/Material.Material","0","0","40","1","0.000000","0","0"
"/Game/MOdles/SakuraTree_leaves.SakuraTree_leaves","0","0","24","1","0.000000","0","0"
"/Game/MOdles/M_wind.M_wind","0","0","48","1","0.000000","0","0"
"/Game/MOdles/SakuraLeaf_Static.SakuraLeaf_Static","0","0","24","1","0.000000","0","0"
"/Game/MOdles/Ground.Ground","0","0","2","1","0.000000","0","24"
"/Game/MOdles/bg_Mat.bg_Mat","0","0","2","1","0.000000","0","0"
"/Game/MOdles/bgclouds_Mat.bgclouds_Mat","0","0","8","1","0.000000","0","0"
"/Game/PixelShader.PixelShader","0","0","4","1","0.000000","0","0"
"/Game/VFX/tilinglightning_Mat.tilinglightning_Mat","0","0","16","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/VFX/FireShader.FireShader","0","0","24","1","0.000000","0","0"
"/Game/VFX/Trial_mat.Trial_mat","0","0","16","1","0.000000","0","0"
"/Game/ThirdPerson/Meshes/RampMaterial.RampMaterial","0","0","21","1","0.000000","0","0"
"/Game/MOdles/SpearCrow/Material_001.Material_001","0","0","24","1","0.000000","0","0"
"/Game/MOdles/Water.Water","0","0","8","1","0.000000","0","0"
"/Game/MOdles/Material_003.Material_003","0","0","24","1","0.000000","0","0"
"/Game/MOdles/Material_002.Material_002","0","0","24","1","0.000000","0","0"
"/Game/MOdles/Fisk_M.Fisk_M","0","0","19","1","0.000000","0","0"
"/Game/Mannequin/Character/Materials/M_Male_Body.M_Male_Body","0","0","156","2","0.000000","0","0"
