"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","76","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","962","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"","0","1","0","1","0.000000","86","0"
"/Engine/Tutorial/SubEditors/TutorialAssets/M_smoke_subUV_blackbody.M_smoke_subUV_blackbody","0","0","24","1","0.000000","0","0"
"/Engine/Tutorial/SubEditors/TutorialAssets/TutorialMaterial.TutorialMaterial","0","0","12","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Game/VFX/blood_p?l_Mat.blood_p?l_Mat","0","66","14","1","43.520897","0","1278"
"/Game/VFX/blood_Mat.blood_Mat","0","66","12","1","46.532383","0","698"
"/Game/MOdles/SwordCrow/Entity_m.Entity_m","0","4","4","1","2.342108","0","4"
"/Game/MOdles/Coots/CootsMat.CootsMat","0","4","4","1","2.052842","0","4"
"/Game/VFX/leaf_Mat.leaf_Mat","0","66","9","1","46.179447","0","468"
"/Game/VFX/Smaoke.Smaoke","0","24","6","1","20.599873","0","62"
"/Game/VFX/parrycircle_Mat.parrycircle_Mat","0","24","10","1","19.320564","0","62"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","60","1","0.000000","0","0"
"/Game/VFX/GlowLight.GlowLight","0","24","8","1","21.116133","0","72"
"/Game/MOdles/RefractionOrb_mat.RefractionOrb_mat","0","30","10","1","23.795031","0","131"
"/Game/VFX/Hit_2_Mat.Hit_2_Mat","0","24","6","1","22.512363","0","64"
"/Game/MOdles/Slash.Slash","0","24","2","1","28.586861","0","82"
"/Game/MOdles/Material.Material","0","28","12","1","20.963558","0","87"
"/Game/VFX/wind_Mat.wind_Mat","0","50","10","1","41.226665","0","246"
"/Game/VFX/Lightning_M.Lightning_M","0","66","2","1","43.887848","0","474"
"/Game/MOdles/LudwigJunior/Material_001.Material_001","0","4","4","1","2.609323","0","4"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/PixelShader.PixelShader","0","4","4","1","1.652064","0","4"
"/Game/MOdles/Water.Water","0","8","8","1","4.908852","0","14"
"/Game/MOdles/M_wind.M_wind","0","44","14","1","34.692207","0","167"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Game/MOdles/SakuraTree_leaves.SakuraTree_leaves","0","22","6","1","19.939518","0","64"
"/Game/MOdles/SakuraLeaf_Static.SakuraLeaf_Static","0","22","10","1","11.827107","0","66"
"/Game/MOdles/MaterialWithGlow.MaterialWithGlow","0","28","11","1","19.420893","0","100"
"/Game/MOdles/Ground.Ground","0","2","2","1","4.409179","8","18"
"/Game/MOdles/bg_Mat.bg_Mat","0","2","2","1","1.121081","0","2"
"/Game/MOdles/bgclouds_Mat.bgclouds_Mat","0","8","8","1","5.288148","0","8"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","21","1","0.000000","0","0"
"/Game/MOdles/Fisk_M.Fisk_M","0","18","10","1","9.930774","0","53"
"/Game/VFX/Trial_mat.Trial_mat","0","16","4","1","10.631817","0","42"
"/Game/ThirdPerson/Meshes/RampMaterial.RampMaterial","0","0","21","1","0.000000","0","0"
"/Game/MOdles/SpearCrow/Material_001.Material_001","0","24","6","1","18.228481","0","64"
"/Game/MOdles/Material_002.Material_002","0","24","10","1","18.727764","0","68"
"/Game/Mannequin/Character/Materials/M_Male_Body.M_Male_Body","0","0","156","2","0.000000","0","0"
